county,office,district,party,candidate,votes
Bernalillo,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,150739
Catron,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,560
Chaves,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,6604
Cibola,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,4961
Colfax,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,2828
Curry,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,4022
De Baca,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,287
Dona Ana,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,37139
Eddy,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,6142
Grant,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,7090
Guadalupe,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,1488
Harding,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,260
Hidalgo,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,995
Lea,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,4080
Lincoln,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,2942
Los Alamos,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,5191
Luna,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,3583
McKinley,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,15841
Mora,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,1955
Otero,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,6829
Quay,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,1383
Rio Arriba,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,11465
Roosevelt,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,1727
San Juan,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,27236
San Miguel,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,15855
Sandoval,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,8850
Santa Fe,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,50872
Sierra,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,1964
Socorro,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,4058
Taos,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,11978
Torrance,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,2428
Union,PRESIDENT AND VICE PRESIDENT OF THE UNITED STATES,,DEMOCRATIC PARTY,BARACK OBAMA and JOE BIDEN,472
